ID,Event Name,Event location,"Date (Month Day, Year ""January 17, 2021"")",Submission deadline,Notification deadline,Notes:,Notes,"This appears to be a call to a journal, not to a conference",Notes ,Date
223,ABDA'14,"Las Vegas, California, USA",2014-07-21 00:00:00,2014-06-05 00:00:00,2014-06-14 00:00:00
224,DMIN'14,"Las Vegas, California, USA",2014-07-21 00:00:00,2014-06-05 00:00:00,2014-06-18 00:00:00
225,PDPTA'14,"Las Vegas, California, USA",2014-07-21 00:00:00,2014-06-05 00:00:00,2014-06-14 00:00:00
226,CSC'14,"Las Vegas, California, USA",2014-07-21 00:00:00,2014-06-05 00:00:00,2014-06-14 00:00:00
227,SAM'14,"Las Vegas, California, USA",2014-07-21 00:00:00,2014-06-05 00:00:00,2014-06-18 00:00:00
228,"The 2014 World Congress in Computer Science, Computer Engineering, and Applied Computing","Las Vegas, California, USA",2014-07-21 00:00:00,2014-06-05 00:00:00,2014-06-14 00:00:00
229,"The 2014 World Congress in Computer Science, Computer Engineering, and Applied Computing","Las Vegas, California, USA",2014-07-21 00:00:00,2014-06-05 00:00:00,2014-06-14 00:00:00
233,"CSCI-ISCW: Int'l Symp. on CYBER WARFARE, CYBER DEFENSE, & CYBER SECURITY","Las Vegas, California, USA",2019-12-05 00:00:00,2019-10-06 00:00:00,2019-10-18 00:00:00
234,ABDA'15,"Las Vegas, California, USA",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
235,BIOCOMP'15,"Las Vegas, California, USA",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
236,International Conference on Health Informatics and Medical Systems,"Las Vegas, California, USA",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
237,ICOMP'15,"Las Vegas, California, USA",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
238,ICAI'15,"Las Vegas, California, USA",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
239,BIOENG,"Las Vegas, California, USA",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
240,SAM'15,"Las Vegas, USA",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
241, ICAI'15,"Las Vegas, USA",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
242,International Conference on Health Informatics and Medical Systems,"Las Vegas, USA",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
243,PDPTA'15,"Las Vegas, USA",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
244,"5th Automata, Theory and Applications Workshop","Las Vegas, USA",2013-07-22 00:00:00,2013-03-25 00:00:00,2013-04-23 00:00:00
245,BIOCOMP'13,"Las Vegas, USA",2013-07-22 00:00:00,2013-03-18 00:00:00,2013-04-18 00:00:00
246, ICAI'13,"Las Vegas, USA",2013-07-22 00:00:00,2013-04-20 00:00:00,2013-05-11 00:00:00
247,BIOCOMP'13,"Las Vegas, USA",2013-07-22 00:00:00,2013-04-20 00:00:00,2013-05-11 00:00:00
248,"The 2013 International Conference on Image Processing, Computer Vision, and Pattern Recognition","Las Vegas, USA",2013-07-22 00:00:00,2013-04-20 00:00:00,2013-05-11 00:00:00
249,The 2013 International Conference on Internet Computing and BIG DATA,"Las Vegas, USA",2013-07-22 00:00:00,2013-04-20 00:00:00,2013-05-11 00:00:00
250,PDPTA'13,"Las Vegas, USA",2013-07-22 00:00:00,2013-04-20 00:00:00,2013-05-11 00:00:00
251,ICWN'13,"Las Vegas, USA",2013-07-22 00:00:00,2013-04-20 00:00:00,2013-05-11 00:00:00
252,"The 2013 World Congress in Computer Science, Computer Engineering, and Applied Computing","Las Vegas, USA",2013-07-22 00:00:00,2013-04-20 00:00:00,2013-05-11 00:00:00
253,ICAI'14,"Las Vegas, USA",2014-07-21 00:00:00,2014-06-04 00:00:00,2014-06-14 00:00:00
254,IPCV'14,"Las Vegas, USA",2014-07-21 00:00:00,2014-06-04 00:00:00,2014-06-14 00:00:00
255,ICWN'14,"Las Vegas, USA",2014-07-21 00:00:00,2014-06-04 00:00:00,2014-06-14 00:00:00
256,The 2015 International Conference on Security and Management,"Las Vegas, USA",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
257, ICWN'15,"Las Vegas, USA",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
258,"The 2015 World Congress in Computer Science, Computer Engineering, and Applied Computing","Las Vegas, USA",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
259,The 2013 International Conference on Security and Management,"Las Vegas, USA",2013-07-22 00:00:00,2013-04-20 00:00:00,2013-05-11 00:00:00
260,The 2013 International Conference on Software Engineering Research and Practice,"Las Vegas, USA",2013-07-22 00:00:00,2013-04-20 00:00:00,2013-05-11 00:00:00
261,The 2013 International Conference on Data Mining,"Las Vegas, USA",2013-07-22 00:00:00,2013-03-18 00:00:00,2013-04-18 00:00:00
262,The 2013 International Conference on Genetic and Evolutionary Methods,"Las Vegas, USA",2013-07-22 00:00:00,2013-03-18 00:00:00,2013-04-18 00:00:00
263,The 2013 International Conference on Grid & Cloud Computing and Applications,"Las Vegas, USA",2013-07-22 00:00:00,2013-03-18 00:00:00,2013-04-18 00:00:00
264,"The 2013 International Conference on Modeling, Simulation and Visualization Methods","Las Vegas, USA",2013-07-22 00:00:00,2013-03-18 00:00:00,2013-04-18 00:00:00
265,The 2013 International Conference on Scientific Computing,"Las Vegas, USA",2013-07-22 00:00:00,2013-03-18 00:00:00,2013-04-18 00:00:00
266,The 2013 International Conference on Software Engineering Research and Practice,"Las Vegas, USA",2013-07-22 00:00:00,2013-03-18 00:00:00,2013-04-18 00:00:00
267,The 2013 International Conference on Software Engineering Research and Practice,"Las Vegas, USA",2013-07-22 00:00:00,2013-03-18 00:00:00,2013-04-18 00:00:00
268,The 2013 International Conference on Software Engineering Research and Practice,"Las Vegas, USA",2013-07-22 00:00:00,2013-03-18 00:00:00,2013-04-18 00:00:00
269,The 2013 International Conference on Wireless Networks,"Las Vegas, USA",2013-07-22 00:00:00,2013-03-18 00:00:00,2013-04-18 00:00:00
270,The 2013 International Conference on Wireless Networks,"Las Vegas, USA",2013-07-22 00:00:00,2013-03-18 00:00:00,2013-04-18 00:00:00
271,"The 2013 International Conference on e-Learning, e-Business, Enterprise Information Systems, and e-Government","Las Vegas, USA",2013-07-22 00:00:00,2013-03-18 00:00:00,2013-04-18 00:00:00
272,"The 2013 International Conference on e-Learning, e-Business, Enterprise Information Systems, and e-Government","Las Vegas, USA",2013-07-22 00:00:00,2013-03-18 00:00:00,2013-04-18 00:00:00
273,The 2013 International Conference on Artificial Intelligence,"Las Vegas, USA",2013-07-22 00:00:00,2013-04-06 00:00:00,2013-04-27 00:00:00
274,The 2013 International Conference on Data Mining,"Las Vegas, USA",2013-07-22 00:00:00,2013-03-18 00:00:00,2013-04-18 00:00:00
275,The 2013 International Conference on Frontiers in Education: Computer Science and Computer Engineering,"Las Vegas, USA",2013-07-22 00:00:00,2013-04-20 00:00:00,2013-05-11 00:00:00
276,The 2013 International Conference on Frontiers in Education: Computer Science and Computer Engineering,"Las Vegas, USA",2013-07-22 00:00:00,2013-03-18 00:00:00,2013-04-18 00:00:00
277,The 2013 International Conference on Frontiers in Education: Computer Science and Computer Engineering,"Las Vegas, USA",2013-07-22 00:00:00,2013-04-06 00:00:00,2013-04-27 00:00:00
278,"The 2013 International Conference on Image Processing, Computer Vision, and Pattern Recognition","Las Vegas, USA",2013-07-22 00:00:00,2013-04-06 00:00:00,2013-04-27 00:00:00
279,The 2013 International Conference on Software Engineering Research and Practice,"Las Vegas, USA",2013-07-22 00:00:00,2013-04-06 00:00:00,2013-04-27 00:00:00
21,5th International Conference on Education Science and Development (ICESD 2020) ,"Bangkok, Thailand",2020-01-06 00:00:00,2019-08-28 00:00:00,notif deadline says: 1 week after submitting manuscript
25,2015 International Conference on Intelligent Computing and Internet of Things (ICICIT 2015) ,Harbin,2015-01-17 00:00:00,2014-12-10 00:00:00,2014-12-20 00:00:00
26,19th IEEE International Symposium on Signal Processing and Information Technology (ISSPIT 2019).,Ajman,2019-12-10 00:00:00,2019-09-30 00:00:00,2019-10-30 00:00:00
27,The Third International Conference on Digital Information Processing and Communications(ICDIPC2013),"Dubai, UAE ",2013-01-30 00:00:00,2013-12-15 00:00:00,2013-01-01 00:00:00,It actually put 12/15/2013 under submission deadline
28,The Third International Conference on Digital Information Processing and Communications(ICDIPC2013),"Dubai, UAE ",2013-01-30 00:00:00,2013-12-15 00:00:00,2013-01-01 00:00:00,copy of email 27 sent later
29,The Third International Conference on Digital Information Processing and Communications(ICDIPC2013),"Dubai, UAE ",2013-01-30 00:00:00,2013-12-15 00:00:00,2013-01-01 00:00:00,copy of email 27 sent later
30,"The 2019 World Congress in Computer Science, Computer Engineering, and Applied Computing (CSCE'19: USA)","Las Vegas, USA",2019-07-29 00:00:00,2019-06-20 00:00:00,2019-06-27 00:00:00
31,The International Conference on E-Learning and E-Technologies in Education (ICEEE),"Lodz, Poland",2012-09-24 00:00:00,2012-08-10 00:00:00,2012-08-25 00:00:00
32,The International Conference on Informatics & Applications (ICIA2012),"Kuala Terengganu, Malaysia",2012-07-03 00:00:00,2012-04-05 00:00:00,2012-05-02 00:00:00
34,The Second International Conference on Digital Information and Communication Technology and its Applications (DICTAP2012),"Bangkok, Thailand",2012-05-16 00:00:00,2012-03-10 00:00:00,2012-04-01 00:00:00
35,The World Congress on E-commerce and Business on the Web (WCEBW2012),"London, United Kingdom",2012-08-27 00:00:00,2012-07-10 00:00:00,2012-08-10 00:00:00
36,The Second International Conference on Digital Information and Communication Technology and its Applications (DICTAP2012),"Bangkok, Thailand",2012-05-16 00:00:00,2012-03-10 00:00:00,2012-04-01 00:00:00,copy of email 34 sent later
37,The 10th IEEE Annual Computing and Communication Workshop and Conference (IEEE CCWC 2020),"Las Vegas, USA",2020-01-06 00:00:00,2020-10-31 00:00:00,2020-11-30 00:00:00
38,"The IEEE 10th Annual Ubiquitous Computing, Electronics & Mobile Communication Conference (IEEE UEMCON 2019)","New York, USA",2019-10-10 00:00:00,2019-08-07 00:00:00,2019-09-05 00:00:00
39,7th International Conference on Signal Processing and Integrated Networks (SPIN 2020),"Delhi/NCR, India",2020-02-27 00:00:00,2019-11-11 00:00:00,2019-12-09 00:00:00
367,CFP: ICIA2012,"University Sultan Zainal Abidin, Kuala Terengganu, Malaysia","June 3, 2012","April 15, 2012","April 30, 2012"
368,CFP - ICIA2012,"University Sultan Zainal Abidin, Kuala Terengganu, Malaysia","June 3, 2012","April 30, 2012","May 10, 2012"
369,EBW2013,"University of the Thai Chamber of Commerce, Bangkok, Thailand","May 7, 2013","March 30, 2013","April 20, 2013"
370,TAEECE 2013,"Mevlana University, Konya, Turkey ","May 9, 2013","March 28, 2013","April 20, 2013"
371,ICIEIS2014,"Lodz University of Technology, Lodz, Poland","September 22, 2014","August 25, 2014","September 05, 2014"
372,The Third International Conference on e-Technologies and Networks for Development (ICeND2014),"Lebanese University, Campus of Hadath, Beirut- Lebanon","April 29, 2014","March 15, 2014","April 15, 2014"
377,Computing Conference 2020,"London, UK","July 16, 2020","October 15, 2019","November 15, 2019"
378,Computing Conference 2020,"London, UK","July 16, 2020","October 15, 2019","November 15, 2019"
40,7th International Conference on Signal Processing and Integrated Networks,"Delhi/NCR, India",2020-02-27 00:00:00,2019-11-11 00:00:00,2019-12-09 00:00:00
41,7th International Conference on Signal Processing and Integrated Networks (SPIN 2020),"Noida- Delhi NCR, India",2020-02-27 00:00:00,2019-11-11 00:00:00,2019-12-09 00:00:00
42,7th International Conference on Signal Processing and Integrated Networks (SPIN 2020),"Noida- Delhi NCR, India",2020-02-27 00:00:00,2019-12-16 00:00:00,2019-12-26 00:00:00
43,The Fourth International Conference on Digital Information and Communication Technology and its Applications (DICTAP 2014),"Bangkok, Thailand",2014-05-06 00:00:00,2014-04-06 00:00:00,2014-04-15 00:00:00
46,The Second International Conference on Digital Enterprise and Information Systems (DEIS 2013),"Kuala Lumpur, Malaysia",2013-03-04 00:00:00,2012-12-15 00:00:00,2013-01-01 00:00:00
47,The Second International Conference on Digital Enterprise and Information Systems (DEIS 2013),"Kuala Lumpur, Malaysia",2013-03-04 00:00:00,2012-12-15 00:00:00,2013-01-01 00:00:00
49,The International Conference on E-Technologies and Business on the Web (EBW2013),"Bangkok, Thailand",2013-05-07 00:00:00,2013-03-20 00:00:00,2013-04-20 00:00:00
50,E-Technologies and Business on the Web (EBW2013),"Bangkok, Thailand",2013-05-07 00:00:00,2013-03-20 00:00:00,2013-04-20 00:00:00
51,The International Conference on Computing Technology and Information Management (ICCTIM2014),"Dubai, UAE",2014-04-10 00:00:00,2014-03-10 00:00:00,2014-03-20 00:00:00
55,"The International Conference on Computing, Networking and Digital Technologies(ICCNDT 2012)",Bahrain,2012-11-11 00:00:00,2012-09-25 00:00:00,2012-10-10 00:00:00
57,The 2019 International Conference on Computational Science and Computational Intelligence (CSCI),"Las Vegas, USA",2019-12-05 00:00:00,2019-10-06 00:00:00,2019-10-18 00:00:00
58,"The International Conference on Cyber Security, Cyber Warfare and Digital Forensic (CyberSec2012)","Kuala Lumpur, Malaysia",2012-06-26 00:00:00,2012-04-30 00:00:00,2012-05-15 00:00:00
59,The Second International Conference on E-Technologies and Business on the Web (EBW2014),"Kuala Lumpur, Malaysia",2014-03-18 00:00:00,2014-02-18 00:00:00,2014-03-04 00:00:00
100,"The 2015 International Conference on Foundations
                      of Computer Science","Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
101,The 2015 International Conference on Frontiers in Education: Computer Science and Computer Engineering,"Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
102,The 2015 International Conference on Grid & Cloud Computing and Applications,"Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
103,The 2015 International Conference on Health Informatics and Medical Systems,"Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-06-14 00:00:00
104,The 2015 International Conference on Health Informatics and Medical Systems,"Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-06-14 00:00:00
105,The 2015 International Conference on Health Informatics and Medical Systems,"Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
106,"The 2015 International Conference on Image Processing, Computer Vision, and Pattern Recognition","Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-06-14 00:00:00
107,"The 2015 International Conference on Image Processing,  Computer Vision, and Pattern Recognition","Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
108,"The 2015 International Conference on Image Processing, Computer Vision, and Pattern Recognition","Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
109,The 2015 International Conference on Information and Knowledge Engineering,"Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
110,"The 2015 International Conference on Internet Computing and Big Data
","Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
111,"The 2015 International Conference on Modeling, Simulation and Visualization Methods","Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
112,The 2015 International Conference on Parallel and Distributed Processing Techniques and Applications,"Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
113,"The 2015 International Conference on Parallel and Distributed Processing Techniques and Applications
","Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
114,The 2015 International Conference on Parallel and Distributed Processing Techniques and Applications,"Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-06-14 00:00:00
115,The 2015 International Conference on Parallel and Distributed Processing Techniques and Applications,"Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-04-15 00:00:00,2015-04-30 00:00:00
116,The 2015 International Conference on Scientific Computing,"Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-06-14 00:00:00
117,The 2015 International Conference on Security and Management,Las Vegas,2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
118,The 2015 International Conference on Software Engineering Research and Practice,"Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
119,The 2015 International Conference on Wireless Networks,"Monte Carlo Resort, Las Vegas",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-06-14 00:00:00
480,The 2015 International Conference on Artificial Intelligence,"Las Vegas, USA",2015-07-27 00:00:00,2015-05-31 00:00:00,2015-06-14 00:00:00
482,"The Second International Conference on Electrical, Electronics, Computer Engineering and their Applications ","Manila, Philippines",2015-02-12 00:00:00,2015-01-25 00:00:00,2015-01-28 00:00:00
484,Computing Conference 2020,"London, UK",2020-07-16 00:00:00,2019-11-01 00:00:00,2019-11-15 00:00:00
485,Computing Conference 2020,"London, UK",2020-07-16 00:00:00,2019-11-01 00:00:00,2019-11-15 00:00:00
489,Global Journal of Engineering Science and Research Management,2019-08-08 00:00:00,2019-08-05 00:00:00,2019-08-10 00:00:00,Journal not event
490,"National Conference on Future Dimensions in Science, Technology & Engineering","Bikaner, India",2019-12-07 00:00:00,2019-11-07 00:00:00,2019-11-12 00:00:00
494,Journal of Multidisciplinary Engineering Science and Technology,2019-05-25 00:00:00,2019-05-25 00:00:00,2019-05-31 00:00:00,Journal not event
498,Joint International Conference,"Zurich, Switzerland ",2013-10-12 00:00:00,2013-08-12 00:00:00,correction of 497
499,Joint International Conference,"Zurich, Switzerland ",2013-10-12 00:00:00,2013-08-12 00:00:00,duplicate of 498
322,"The International Conference on Information System Security, Robotics Modeling, and E-Commerce Transactions (ISSRMET2015) & The International Conference on Organizational Strategy, Business Models, and Risk Management (OSBMRM2015)","Dubai, UAE",2015-03-04 00:00:00,"Feburary 10, 2015",2015-02-25 00:00:00,"""Last day for Registration"" and two conferences"
323,The 6th International Symposium on Engineering and Natural Sciences,"Bangkok, Thailand",2019-11-19 00:00:00,2019-07-25 00:00:00,2019-08-15 00:00:00
324,"8th Annual International Conference on Computer Games, Multimedia and Allied Technology (CGAT 2015)",Not Listed,2015-04-13 00:00:00,2014-12-12 00:00:00,2015-03-13 00:00:00,"Different date format, registration deadline not notification"
325,"8th Annual International Conference on Computer Games, Multimedia and Allied Technology (CGAT 2015)",Not Listed,2015-04-13 00:00:00,2015-01-30 00:00:00,2015-03-13 00:00:00,"Different date format, registration deadline not notification"
326,"The International Conference on Digital Information, Networking, and Wireless Communications (DINWC2014) & International Conference on Digital Security and Forensics (DigitalSec2014)","Ostrava, Czech Republic",2014-06-24 00:00:00,2014-05-04 00:00:00,2014-06-04 00:00:00
327,The Second International Conference on Digital Enterprise and Information Systems (DEIS 2013),"Kuala Lumpur, Malaysia",2013-03-04 00:00:00,2013-01-03 00:00:00,N/a,"Only ""deadline"" and implied submission"
328,The Second International Conference on Digital Enterprise and Information Systems (DEIS 2013),"Kuala Lumpur, Malaysia",2013-03-04 00:00:00,2013-01-03 00:00:00,N/a,"Only ""deadline"" and implied submission"
329,The International Conference on Computing Technology and Information Management (ICCTIM2014),"Dubai, UAE",2014-04-09 00:00:00,2014-03-10 00:00:00,2014-03-20 00:00:00
330,"The First International Conference on Green Computing, Technology and Innovation (ICGCTI2013)","Kuala Lumpur, Malaysia",2013-03-04 00:00:00,2013-02-03 00:00:00,"Februray 13, 2013",Doesn't explictly say notification date.
331,2019 Tenth International Green and Sustainable Computing Conference (IGSC),"Alexandria, Virginia",2019-10-21 00:00:00,N/a,N/a,No 
332,Ireland International Conference on Education (IICE-2014),"Dublin, Ireland",2014-10-27 00:00:00,2014-09-11 00:00:00,N/a,Does not say year in the conference dates at the top. No notification date. Multiple registration dates
334,Canada International Conference on Education (CICE-2014),"Nova Scotia, Canada",2014-06-16 00:00:00,2014-04-30 00:00:00,2014-03-30 00:00:00
335,Ireland International Conference on Education (IICE-2015),"Dublin, Ireland",2015-04-20 00:00:00,2015-01-30 00:00:00,2015-02-15 00:00:00,Multiple submission and notification dates!!
336,World Congress on Education (WCE-2014)!,"London, United Kingdom",2014-11-10 00:00:00,2014-08-31 00:00:00,2014-09-15 00:00:00
